,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,altitude_mean_meters,cupper_points,color,country_code
1038,80.75,Arabica,Catuai,Myanmar,Washed / Wet,2015,6.92,7.5,7,7.58,7.5,7.08,10,10,10,0,3825,7.17,Green,104
1039,80.75,Arabica,Caturra,Guatemala,Washed / Wet,2015,7.5,7.33,7,7.42,7.17,7.17,10,10,10,0.12,1706.88,7.17,Green,320
1040,80.75,Arabica,Other,Nicaragua,Washed / Wet,2015,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,0.12,110000,7.25,Green,558
1041,80.75,Arabica,Caturra,Honduras,Natural / Dry,2015,7.5,7.33,7,7.42,7.25,7.17,10,10,10,0.11,1450,7.08,Green,340
1042,80.75,Arabica,Caturra,Panama,Other,2014,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,0.11,1680,7.17,Green,591
1043,80.75,Arabica,Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,0.09,1350,7.17,Green,340
1044,80.75,Arabica,Catuai,Honduras,Natural / Dry,2015,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,0.13,1450,7,Green,340
1045,80.75,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,0.11,1300,7.25,Green,188
1046,80.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,0.11,1200,7.5,Green,484
1047,80.75,Arabica,Typica,Haiti,Washed / Wet,2012,7.42,7,7.42,7.25,7.08,7.33,10,10,10,0.12,1000,7.25,Green,332
1050,80.67,Arabica,Others,Indonesia,Semi-washed / Semi-pulped,2015,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,0.13,1350,7.33,Blue-Green,360
1051,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,0.11,1500,7,Green,320
1052,80.67,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,0.11,185,8,Blue-Green,188
1053,80.67,Arabica,Caturra,Malawi,Washed / Wet,2014,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,0.12,995,7.17,Bluish-Green,454
1054,80.67,Arabica,Typica,Mexico,Washed / Wet,2014,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,0.12,1200,7.25,Green,484
1055,80.67,Arabica,Caturra,Colombia,Natural / Dry,2014,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,0,1550,8.5,Green,170
1056,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.67,7.17,7,7.5,7,7,10,10,10,0.12,1550,7.33,Green,320
1057,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7,7.33,7.5,7.33,7,7.33,10,10,10,0.11,1200,7.17,Green,320
1058,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7,7.5,7.33,7.17,7.17,7.17,10,10,10,0.11,1200,7.33,Green,320
1059,80.67,Arabica,Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,0.18,1200,7.25,Green,170
1060,80.58,Arabica,Caturra,Brazil,Washed / Wet,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,0.11,1200,7.42,Green,76
1061,80.58,Arabica,Caturra,Nicaragua,Washed / Wet,2016,7.08,7.5,7,7.25,7.42,7,10,10,10,0.11,1200,7.33,Green,558
1063,80.58,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2015,7.42,7.25,7.33,7,7.08,7.25,10,10,10,0,1200,7.25,Green,76
1064,80.58,Arabica,Caturra,Honduras,Washed / Wet,2014,7.5,7.17,7,7.42,7.33,7,10,10,10,0.11,1400,7.17,Green,340
1065,80.58,Arabica,Bourbon,Guatemala,Natural / Dry,2014,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,0.11,1383.792,7.25,Green,320
1067,80.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.08,7.25,7,7.5,7.08,7.33,10,10,10,0,1200,7.33,Green,170
1069,80.50,Arabica,Caturra,Guatemala,Washed / Wet,2017,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,0.1,1500,7.25,Green,320
1070,80.50,Arabica,Catuai,Honduras,Washed / Wet,2017,7.58,7.33,7,7.17,7.33,7.08,10,10,10,0.11,1650,7,Green,340
1071,80.50,Arabica,Caturra,Mauritius,Washed / Wet,2016,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,0.12,280,7.25,Green,480
1072,80.50,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2016,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,0.11,1250,7.33,Green,76
1073,80.50,Arabica,Other,Myanmar,Washed / Wet,2015,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,0,3800,7.08,Green,104
1074,80.50,Arabica,Other,Guatemala,Washed / Wet,2014,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,0.11,1219.2,7.17,Green,320
1075,80.50,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,0.1,1250,7.42,Green,76
1077,80.50,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.5,7,7.67,7.17,7,10,10,10,0.12,1859.28,6.67,Green,320
1078,80.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,0.15,1450,7.17,Green,484
1079,80.42,Arabica,Caturra,Honduras,Washed / Wet,2016,7.25,7.42,7,7.42,7.33,7,10,10,10,0.1,1450,7,Green,340
1081,80.42,Arabica,Bourbon,El Salvador,Washed / Wet,2013,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,0,1450,7.25,Green,222
1082,80.42,Arabica,Other,China,Washed / Wet,2013,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,0.17,1700,7.17,Green,156
1084,80.42,Arabica,Typica,Mexico,Washed / Wet,2012,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,0.1,1050,7.25,Green,484
1085,80.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,0.12,1550,7.08,Green,484
1086,80.33,Arabica,Caturra,Burundi,Washed / Wet,2016,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,0.12,1700,7.33,Green,108
1090,80.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,6.83,7.5,7,7.17,10,10,10,0.11,1310.64,7.17,Green,320
1091,80.33,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,0.11,940,7.08,Green,484
1093,80.33,Arabica,Caturra,Ethiopia,Washed / Wet,2010,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,0.1,1200,7.08,Green,231
1094,80.25,Arabica,Catuai,Brazil,Natural / Dry,2018,7.17,7.33,7.42,7.08,7,7,10,10,10,0.11,995,7.25,Green,76
1095,80.25,Arabica,Caturra,Honduras,Natural / Dry,2016,7.25,7.25,7,7,7.42,7,10,10,10,0.1,1400,7.33,Green,340
1096,80.25,Arabica,Caturra,Mexico,Washed / Wet,2016,7.25,7.17,7,7.33,7.33,7,10,10,10,0.1,1600,7.17,Green,484
1097,80.25,Arabica,Other,Myanmar,Natural / Dry,2015,8,7.08,7,7.33,7.08,6.92,10,10,10,0.11,914.4,6.83,Green,104
1098,80.25,Arabica,Catuai,Myanmar,Natural / Dry,2014,7.42,7,7.08,7,7.17,7.33,10,10,10,0,4287,7.25,Green,104
1099,80.25,Arabica,Caturra,Nicaragua,Washed / Wet,2015,7.08,6.92,7,7.25,7.5,7.25,10,10,10,0.11,900,7.25,Green,558
1101,80.25,Arabica,Typica,Colombia,Washed / Wet,2012,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,1200,7.58,Green,170
1103,80.25,Arabica,Caturra,Guatemala,Washed / Wet,2012,7,7.17,7.33,7.33,7,7.17,10,10,10,0.11,1400,7.25,Green,320
1104,80.25,Arabica,Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.17,7.25,6.75,7,10,10,10,0.11,808,7.17,Green,484
1106,80.17,Arabica,Caturra,Nicaragua,Washed / Wet,2015,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,0.11,1187.5,7.17,Green,558
1107,80.17,Arabica,Catuai,Honduras,Washed / Wet,2015,7.25,7.25,7,7.17,7.08,7.08,10,10,10,0.11,1400,7.33,Green,340
1108,80.17,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,7,7.17,7.17,7.17,10,10,10,0.11,1310.64,7,Green,320
1109,80.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,0.11,1250,7.08,Green,484
1110,80.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,0.14,1550,7.42,Green,484
1111,80.17,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.33,7.33,7.17,7.08,7.25,7,10,10,10,0.12,1000,7,Green,484
1112,80.17,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.33,7.33,7,7.33,7,7,10,10,10,0.11,1310.64,7.17,Green,320
1114,80.08,Arabica,Bourbon,Brazil,Pulped natural / honey,2018,7.17,7.17,7,7.17,7.25,7.25,10,10,10,0.11,1100,7.08,Green,76
1116,80.08,Arabica,Caturra,Nicaragua,Natural / Dry,2013,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,0.1,1200,7.08,Green,558
1120,80.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,0.15,1300,7.08,Green,484
1121,80.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.08,7,7.17,7.33,7.17,10,10,10,0.14,1300,7.08,Green,484
1122,80.00,Arabica,Caturra,Nicaragua,Washed / Wet,2017,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,0.1,1250,7,Green,558
1123,80.00,Arabica,Other,Myanmar,Washed / Wet,2015,7.17,7.33,7,7.42,7.17,7,10,10,10,0,3845,6.92,Green,104
1124,80.00,Arabica,Typica,Mexico,Washed / Wet,2014,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,0,1400,7.42,Green,484
1126,80.00,Arabica,Caturra,Thailand,Washed / Wet,2012,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,0,800,7,Green,764
1127,80.00,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,0.12,1250,7.25,Green,484
1128,80.00,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7.33,7,7.33,7.08,7,10,10,10,0.11,1100,7.17,Green,484
1129,80.00,Arabica,Caturra,Ethiopia,Washed / Wet,2010,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,0.05,1200,7.75,Green,231
1130,79.92,Arabica,Caturra,Colombia,Washed / Wet,2015,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,0,1200,7.42,Green,170
1132,79.92,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,0.12,1300,7.17,Green,484
1133,79.92,Arabica,Other,Mexico,Washed / Wet,2012,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,0.12,1100,7,Green,484
1134,79.92,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7,7.17,7.25,7.08,10,10,10,0,1100,6.75,Green,484
1135,79.92,Arabica,Catuai,Mexico,Washed / Wet,2012,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,0.11,1100,7.33,Green,484
1136,79.92,Arabica,Typica,Mexico,Natural / Dry,2012,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,0.12,1250,7.25,Green,484
1137,79.92,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,0.11,1250,7,Green,484
1139,79.83,Arabica,Others,Kenya,Washed / Wet,2017,7,7.08,7,7.17,7.25,7.25,10,10,10,0.11,1500,7.08,Green,404
1140,79.83,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,0.1,1700,7.08,Green,320
1141,79.83,Arabica,Caturra,Nicaragua,Washed / Wet,2014,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,0.11,1250,7.17,Green,558
1142,79.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.08,7,7.25,7.5,7,10,10,10,0.12,1300,6.83,Green,484
1144,79.75,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,190164,7.25,Green,320
1147,79.75,Arabica,Caturra,Thailand,Washed / Wet,2013,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,0.12,800,7,Green,764
1148,79.75,Arabica,Caturra,Peru,Washed / Wet,2013,7,7.08,7,7.25,7.5,7.42,9.33,10,10,0.12,1200,7.17,Green,604
1149,79.75,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,0.1,1100,8,Bluish-Green,188
1150,79.75,Arabica,Typica,Mexico,Washed / Wet,2013,7.58,7.08,7,7,7.5,6.92,10,10,10,0.12,1400,6.67,Green,484
1151,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,0.13,1022,6.83,Green,484
1152,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.25,7.08,7,7.17,7.17,7.08,10,10,10,0.12,1300,7,Green,484
1153,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.25,7.17,7.17,7.08,7.17,7,10,10,10,0.14,1450,6.92,Green,484
1154,79.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7,7.08,7.08,7,10,10,10,0.1,1050,7,Green,484
1155,79.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,0,1200,7.67,Green,320
1156,79.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,0.12,1100,7.33,Green,484
1157,79.67,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0.1,1219.2,7.25,Green,320
1158,79.67,Arabica,Bourbon,El Salvador,Washed / Wet,2016,7.25,7.08,7,6.83,7.33,7.17,10,10,10,0,1250,7,Bluish-Green,222
1159,79.67,Arabica,Caturra,Thailand,Washed / Wet,2013,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,0.12,800,7.08,Blue-Green,764
1160,79.67,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7,6.83,7.08,7.08,7.17,10,10,10,0.11,1310.64,7,Green,320
1161,79.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,0.12,1400,6.83,Green,484
1162,79.67,Arabica,Caturra,Mexico,Washed / Wet,2012,7.33,7.17,7,6.75,7.08,7,10,10,10,0.13,975,7.33,Green,484
1163,79.67,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,0,1264,7.08,Green,484
1164,79.67,Arabica,Others,Thailand,Washed / Wet,2012,7.17,7.17,7,7,7.25,6.92,10,10,10,0,1200,7.17,Green,764
1165,79.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,7,6.92,7.33,7.25,7.08,10,10,10,0.12,1250,6.92,Green,484
1166,79.58,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,6.92,6.92,7.33,7.25,7,10,10,10,0.13,1550,6.92,Green,484
1167,79.58,Arabica,Caturra,Colombia,Washed / Wet,2010,7.25,7.17,7,6.75,7.17,7.33,10,10,10,0.1,1800,6.92,Green,170
1168,79.58,Arabica,Caturra,Guatemala,Washed / Wet,2010,7.08,7,6.83,7.33,7.25,7,10,10,10,0.17,1325.88,7.08,Green,320
1169,79.50,Arabica,Caturra,Nicaragua,Natural / Dry,2015,6.92,6.92,7,7.42,7.25,7,10,10,10,0.12,1050,7,Green,558
1171,79.50,Arabica,Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,0,1550,7.5,Green,170
1172,79.50,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,0.12,1550,7,Green,484
1173,79.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,0.12,1100,7,Bluish-Green,484
1174,79.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,1219.2,7.42,Green,320
1175,79.42,Arabica,Other,Guatemala,Washed / Wet,2014,7.25,7.33,6.83,7,7,7.17,10,10,10,0.1,1219.2,6.83,Green,320
1176,79.42,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.83,6.83,7.42,7.33,7.17,10,10,10,0.13,800,6.83,Green,484
1177,79.33,Arabica,Caturra,Mexico,Washed / Wet,2016,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,0.13,200,7.08,Bluish-Green,484
1178,79.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,0,1200,7.33,Green,170
1179,79.33,Arabica,Typica,Mexico,Washed / Wet,2012,7,7,6.83,7.33,7.42,6.92,10,10,10,0.14,950,6.83,Green,484
1180,79.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,0.14,750,7,Green,484
1181,79.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,0.11,1200,7.17,Green,320
1183,79.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7,7,6.92,7.17,7.17,7.08,10,10,10,0.13,1000,6.92,Green,484
1184,79.17,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,0.1,1219.2,7.42,Green,320
1185,79.17,Arabica,Catuai,Honduras,Washed / Wet,2017,7.58,7,6.75,6.92,7,6.92,10,10,10,0.11,1650,7,Green,340
1186,79.17,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.08,7,6.92,7.42,7,6.92,10,10,10,0.11,1320,6.83,Green,320
1187,79.17,Arabica,Catuai,Guatemala,Washed / Wet,2015,7.25,7.17,6.75,7.25,7,6.92,10,10,10,0.11,1550,6.83,Green,320
1188,79.17,Arabica,Catuai,Costa Rica,Washed / Wet,2012,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,0.1,1200,7.33,Green,188
1189,79.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,0.14,1550,7.17,Green,484
1190,79.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.92,6.92,7.08,7.17,7,10,10,10,0.14,1450,6.92,Green,484
1191,79.17,Arabica,Typica,Mexico,Washed / Wet,2009,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,0.01,1200,6.92,Green,484
1192,79.08,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,0.1,1700,7.67,Green,320
1194,79.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,0.16,1500,6.83,Green,484
1195,79.08,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,0.11,1100,6.92,Green,484
1196,79.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,0.1,1200,7.25,Bluish-Green,484
1197,79.08,Arabica,Caturra,Mexico,Washed / Wet,2012,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,0.1,1200,7.25,Green,484
1198,79.00,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,0.12,1219.2,6.58,Green,320
1199,79.00,Arabica,Others,Honduras,Washed / Wet,2014,7,7,7,7,7,7,10,10,10,0.11,1350,7,Green,340
1200,79.00,Arabica,Typica,Peru,Washed / Wet,2012,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,0,1400,7,Green,604
1201,79.00,Arabica,Mundo Novo,Mexico,Natural / Dry,2012,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,0.12,1300,7,Green,484
1202,79.00,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,0.14,1550,7,Green,484
1203,79.00,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,0.14,12,6.83,Green,484
1204,78.92,Arabica,Typica,Mexico,Washed / Wet,2013,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,0.12,1300,7,Green,484
1205,78.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7,6.92,7.08,6.92,6.75,10,10,10,0.16,1400,6.75,Green,484
1206,78.83,Arabica,Caturra,Nicaragua,Other,2016,7.17,7,6.92,7,7,7,10,10,10,0.1,1100,6.75,Green,558
1208,78.75,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.08,6.33,7.25,7,7,10,10,10,0.12,1310.64,6.75,Green,320
1209,78.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.83,7,7.17,7,10,10,10,0.14,1320,6.67,Green,484
1210,78.75,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,0.14,1250,7,Green,484
1211,78.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,0.12,1350,7,Green,484
1212,78.67,Arabica,Typica,China,Washed / Wet,2013,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,0,1850,7.08,Green,156
1213,78.67,Arabica,Caturra,Mexico,Washed / Wet,2012,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,0.13,1150,6.83,Green,484
1214,78.58,Arabica,Caturra,Nicaragua,Washed / Wet,2016,7.08,7,6.75,6.83,7.08,6.92,10,10,10,0.1,1200,6.92,Green,558
1215,78.58,Arabica,Caturra,Nicaragua,Natural / Dry,2014,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,0.11,1200,6.67,Green,558
1216,78.58,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,0.12,1219.2,7.17,Green,320
1218,78.58,Arabica,Typica,Mexico,Washed / Wet,2012,7,7,6.75,7.33,6.92,6.92,10,10,10,0.13,1400,6.67,Green,484
1219,78.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,0.1,1300,7.5,Green,484
1221,78.50,Arabica,Bourbon,Mexico,Washed / Wet,2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,0,1600,7.17,Green,484
1222,78.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7,7,6.92,10,10,10,0.12,1400,6.83,Green,484
1223,78.50,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,0.13,1200,6.92,Green,484
1224,78.42,Arabica,Catuai,Brazil,Natural / Dry,2015,6.83,7,6.92,7.08,6.92,6.83,10,10,10,0.12,1200,6.83,Green,76
1225,78.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.17,7,7.17,7.33,7,8,10,10,0.14,1500,7.17,Green,484
1227,78.33,Arabica,Other,Guatemala,Washed / Wet,2014,7.17,6.5,6.67,7,7.17,7.17,10,10,10,0.1,1219.2,6.67,Green,320
1228,78.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,7.17,6.5,7.17,7,6.83,10,10,10,0.11,1310.64,6.5,Green,320
1229,78.33,Arabica,Typica,Mexico,Natural / Dry,2012,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,0.13,1300,7.75,Green,484
1230,78.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,0.11,1200,7,Green,320
1233,78.17,Arabica,Others,Indonesia,Washed / Wet,2016,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,0.13,1300,6.83,Green,360
1234,78.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,0.11,1050,6.75,Green,484
1236,78.00,Arabica,Others,Honduras,Natural / Dry,2014,6.83,7,6.67,7,7,6.83,10,10,10,0.11,1350,6.67,Green,340
1238,78.00,Arabica,Other,Guatemala,Washed / Wet,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,0.1,1219.2,7.25,Green,320
1239,78.00,Arabica,Typica,China,Washed / Wet,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,0.1,1200,7.17,Green,156
1240,78.00,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,0.11,1310.64,6.67,Green,320
1241,78.00,Arabica,Other,Mexico,Washed / Wet,2012,7.25,7.33,7,7,7.25,7.08,10,10,8,0.12,850,7.08,Green,484
1242,78.00,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,0.1,1200,7.08,Green,170
1243,77.92,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,0.12,1200,6.83,Green,188
1244,77.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,0.11,1248,6.92,Green,484
1245,77.92,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,0.11,1200,7.17,Green,320
1246,77.83,Arabica,Caturra,Nicaragua,Washed / Wet,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,0.1,1000,7.17,Bluish-Green,558
1247,77.83,Arabica,Caturra,Brazil,Washed / Wet,2014,7,6.75,6.67,6.83,7.08,6.83,10,10,10,0.11,1200,6.67,Green,76
1248,77.83,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,0.11,1310.64,6.5,Green,320
1251,77.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,0.13,1300,6.67,Green,484
1252,77.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,0.11,1310.64,6.17,Green,320
